y,x1,x2,x3,x4,x5
0,-0.04244853147557459,0.3472353414823332,0.20863417652778177,-0.5219562575656669,0.8655223880340599
0,-2.051862860631601,0.2279979377914058,-0.8795989416442955,-0.8057394713747765,0.5901216916921388
0,-1.4574635641438385,-0.4961875544217763,-0.20451545543409286,-1.3780198260295147,-0.38329312600901017
0,-1.0687350066705226,-0.567190378902531,-0.5270953340907126,-0.4019436255498206,-0.37064168638749473
0,-1.0841818918130355,0.5502840260050774,0.9147770982091432,1.6292656011859143,-0.9457117321735262
0,1.4509298658292615,-0.7431372290318428,-0.49828447613206367,-0.9679456448675435,-0.5496331771910998
0,-1.2792143979941937,-1.3360837991631056,-0.42711618968609477,0.15764074826728564,-1.20243979192032
0,-1.0912212365613254,-0.3055976591258087,0.17360489929887746,-0.5644528685886153,-0.1970938172388556
0,-0.46101081307967134,-0.5928968325975681,-1.0135684151834896,-0.9004303654924641,-0.9379256856508416
0,-0.13618427179350345,-0.5231375456392315,0.03357113738564618,-0.23186490720722575,-0.739025547743117
0,-1.0194726420529,-1.2347121327242316,-0.5203219586789198,-0.472722147191243,-0.6288908974273685
0,1.5370369199880447,-1.4469543539977572,-0.7457030954994912,0.12399908741571941,-0.44643646336196174
0,-0.6278868015282913,-0.04995025651246365,-0.34250521563812303,-0.2744163387211419,2.4381209493020775
0,-1.336815724990667,-1.7932777642208468,-0.6751617138430239,1.4507925742917345,2.689628292378545
0,-0.3930077497116656,2.0121611865826736,0.5520456359821171,-0.279596478503336,0.9670163260384179
0,-1.4057393619082699,-1.247559245852754,-0.647450205748684,-0.44981908118175495,1.2047697766056333
0,1.4071058925537763,-1.6464051331851524,-0.07939005005469038,-0.48439363936719626,-0.9355144076073746
0,2.037926055871894,-1.805112925484114,-0.4746139036596656,-0.4127677389591714,1.5553737752720658
1,-0.6416489882537217,-0.8593753360549308,-0.1608465695320408,-1.3237666696516075,-0.08939275624829847
1,-0.23267518535946166,0.6083612679772048,0.3463706470717045,-0.7963708163949443,1.3468421352026632
1,-0.37128099629871447,0.953127659052074,-0.9954383599112296,-1.3932878423061712,-1.5523917361635493
1,2.3875446737832977,2.450551695627169,0.05786680389816079,0.9042084460400325,-0.309340726464255
1,-0.2363673719523563,-0.08638244716187268,-0.24269989801851166,-0.5948976279419114,-0.6204554236584757
1,2.8212568772102156,-0.12721936140714263,0.36825490242748443,1.528274627463311,-0.5388605356053601
1,0.17573231832142888,0.614607089056282,-0.07506913381834243,0.015317814266204322,-0.007679261207837684
1,0.542834339876368,-0.05084857756585376,-0.7924666548873953,-0.8896700764564884,0.30693834572910006
1,-0.340989201620011,0.14180820926874166,0.45536699860660834,-0.02833558131022602,0.23406413350239258
1,-0.57831083110327,-0.510160109612964,-0.7452018521969974,-0.31816869299715717,-1.010222630163981
1,-0.4601765476270857,-0.13406278080100392,-0.5038460150699067,-0.988564288788869,-0.26417534414513777
1,-0.0948023574030219,0.510745761272507,-0.25735425065388895,0.009573174859995391,-0.475604151743261
1,-0.9671354427297395,0.8962281749254773,-0.22036580042765683,0.5826616866273975,-0.020653794370747658
1,-0.19573042611341301,0.11190097552992845,-0.31372145230235593,-0.7570207849596498,-1.1028880648441937
1,0.4050574526165014,1.826252842922088,0.9954441449455121,0.9032800159481852,0.09908252386968525
1,0.6778338738853189,-0.12054295678122719,1.4181722643505124,-0.8861580475373131,-0.6066105517390321
1,-1.2016210796335889,0.4161787218389681,-0.44791937883671074,-0.958221261791794,-1.044794208263043
1,0.7638173120284643,-0.15310286987811556,-0.24565145760242307,-0.32610639105393163,1.8609688169532113
1,-0.2882317884624263,1.655032088655211,0.4276241279843489,0.5262393205326208,3.466380190680983
1,0.1475155364300543,0.3940047507832006,0.5446137326826881,-1.2284805750664791,1.349219044218379
1,-0.24177537064364307,-0.4854366443497234,-1.1052486764550749,-0.378395398637139,-0.6791457317818981
1,0.48869446007777473,1.0178465454717345,1.7538610902539649,0.8815177521960573,0.4073010192700098
1,1.7952940656579113,0.7712711059311512,-0.697447967385931,1.0817790604108053,-0.6865163911631129
1,2.1647847856741445,0.6570921981892393,5.378965263138743,0.0659815389970911,-0.6718873175712512
1,1.1401339859138702,-1.5577080021017364,0.06513727492398409,2.180542752460998,-0.0062549189048253795
1,3.202671602803637,0.439258295290801,2.3009980383396194,0.8784675895038291,-0.2975055685574317
1,1.3133208361595359,0.7887211829405317,-0.46727006087389383,3.6215747156278186,-1.4747334185200915
1,0.7144820869316746,1.589564251727358,0.29211194965629605,3.155904112932297,-0.15171584430759785
1,0.34104289512415414,0.7595794533950153,1.27401227571161,0.1428411992590239,-0.6099508621555181
1,-1.046733759267226,-1.172225711409149,0.873679661136864,0.5119157691803273,-0.6755584355031763
1,-0.47928382597884256,-1.57000318153612,-0.9347564671310059,-0.3237658518247028,0.12033446139238935
1,-0.5100829690604134,-1.2619250487311469,-0.7128736367642552,0.03895824939249091,-0.43637186503645653
0,-1.262764118668982,-0.1577853134385781,0.52381515873859,-0.3323428057518105,-0.826553300702677
0,-0.5514324312257954,-0.10245988933699202,-0.24881350248092782,-0.09714991772227069,0.4654304181824016
0,-0.5589253553773973,-1.5321325039036038,-0.09308659036497652,-0.5694026636139247,-0.6927296923515457
0,-0.7136095370581388,-0.5686256181964765,-0.5309714149114129,0.26028274142764846,2.878831924778959
0,-1.6754186385249952,-1.3504827907897587,0.004940820663685452,-0.48217470602450174,-1.0899038317609873
0,-0.01827929113527177,-0.11562992434563998,0.17318313634139404,1.5297410419753463,-0.6544482591889403
0,-0.6624150446505032,0.5347454674562637,-0.34981625174338693,-0.6279393923638509,0.6492219392292425
0,-1.8776163520169225,-0.7588566358848582,-0.6648618266866142,0.2557411461048951,1.041860664445657
0,-0.6852452845469952,0.45762138945839326,-0.4560801871860871,-0.3436784262891001,2.1926212368027826
0,-1.61477332487283,-0.4143047000715891,-0.5766563963836899,-0.731663045746799,2.485718857532056
0,-1.0606452437802025,-0.7240558788855642,-0.5381986586010478,0.038348214900995325,0.1502966437564611
0,2.385943321784224,-1.873702280854305,-0.4062551687091217,-0.6648482172268664,1.105903264757174
0,-0.9251313491272797,0.3018171301897464,-0.17850320870807992,1.272609291525412,-0.39411973927112603
0,0.24543201200968623,-0.1084761054886354,-0.4493341304067814,-0.016454807282827943,0.7936225567904067
0,-0.0972081028790115,0.8408719020182072,-0.5376729525651407,0.1851179361774457,0.9654765221390484
0,-1.9329524972436407,0.009029257348565911,-1.1907724823255617,-0.8864044194885475,0.49293881208713275
0,-0.9923755361334613,-0.3836541274892221,-0.4252103993810079,-0.9611424183728255,-0.06958521846838375
0,-0.7257638683886528,-0.6599483304765166,-0.43067286860682485,-0.3824521628531883,-0.5710788402318053
0,-1.208519520282798,0.22551703283024738,-0.09834191318937291,1.5851262876154604,-0.6610635915501004
0,0.48962230183288163,-1.1426226451249364,-0.20510773969155638,-1.1238855054204002,0.12275208779732114
0,0.4201451426572196,0.328450796698329,-0.07248978719266094,-0.05112806620683252,-1.2377552270706453
0,-1.2284052960932696,0.1906029718377253,-0.6415958288741463,-0.4224608475172722,-0.04260999705659098
0,-0.0570079658506395,-1.2020383679588793,-0.01181604002750486,-0.9770616864133597,-0.07112218042685448
0,-0.10239614573725131,-0.7528684405238022,0.5583362217757488,0.01271802682743882,-1.6599108971391028
0,-0.8461539654105447,-1.7081346268637776,-0.35463867374720587,0.09065555442011314,-0.9574288828293733
0,2.139439433610283,-1.4996403163337062,-0.8531047711933797,0.2529496399893557,-0.4904069894885388
0,-1.7529546736190627,0.12529076754507745,-0.3105599783819167,-0.012882800651560389,3.245724350249333
0,-1.3603656640370358,-1.0709024336232982,-0.40165357557107095,1.5891702335660616,2.1438544577823477
0,-0.8687503925111748,1.0682624486403487,0.4909060244377098,-0.6028550067810743,0.9661840960071463
0,-1.3269499324468887,-1.111164027528955,0.24690552423137685,-0.27090788906740965,1.598897231002979
0,0.9182037668738866,-1.929088555791462,-0.1984645004568811,-0.40207244020289384,-0.9029864108436368
0,2.292382507501614,-1.5931690341817535,-0.591482922099468,-0.16838563813658886,1.2015493997036448
1,-0.28764881091103395,-0.750908806587361,0.5710430036739407,-1.1616567772407864,0.0900048928858659
1,-0.4669969428053502,0.3966644416531272,0.2235069504321885,-1.3627802299945793,0.4213338253548983
1,-1.1373237187548308,1.2938751121782686,-0.27883737865473646,-0.7448383784685801,-0.6903541840552171
1,1.5581825071248239,1.4897857942259383,0.3102037954739585,1.0510173133363254,-0.5771688052667632
1,-0.5851050273613833,0.21310481252990388,-0.285974551828334,-0.7078617467433976,-0.46170847865566883
1,2.130505713746281,-0.41257582494320166,0.7542919639456813,1.4567243227367934,-0.24988131136371808
1,-0.4016955842294075,0.7448375878600403,-0.8496972727869884,-0.5936166872344021,-0.3583795930903869
1,-0.06609606047777897,0.5828408670150482,-0.283441623992852,-0.6621249764194612,0.0872222571919487
1,-0.5751317362058571,0.007180677075637909,-0.06950795559124973,-0.4920775496342713,-0.03798291964649689
1,-0.1255678054007922,-0.34708923404897585,-0.45906347318902974,-1.215651332181406,-0.7359022516009215
1,-0.30460753626237425,0.15557077712491538,-0.43080908676227236,-0.44965282490458514,0.07137734653920402
1,-0.7709828700190372,0.22017352409100463,-0.11732869359146819,0.0035546894978288612,-0.5175513160613405
1,-0.40290690636192383,0.07905030111588529,0.03973329952445645,-0.47052430132628853,-0.32987323485392417
1,-0.1678795950216099,-0.7113882909913888,-1.0498597779659442,-0.7181163313020582,-0.6037137288077382
1,-0.24344540442633095,2.2927548092542493,0.5314820058388724,1.5346305959820281,0.16600632959422465
1,0.5166572296295165,0.3099035631150856,0.8286503484509611,-0.2613931479985233,-0.7175605675668069
1,-0.36199816537544804,0.3631161898266554,-0.15783345374388152,-0.7181276755607504,-0.5623729350131063
1,0.5723592225491105,0.6118065199708677,-0.842012539225193,-0.594093022586462,1.7554226407858093
1,-0.042036118328847516,1.6421458488168161,0.751688188595022,0.8131743787463588,4.279146659088894
1,-0.33655469322089004,0.18815207137766204,0.704583936438945,-0.3534421829804455,1.8273694992972325
