y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,-1.495754368106824,-0.512828096991689,0.07775337231340385,1.728188560256628,1.5649749997871645,-1.0727614486332175,-1.0056637127350345,-2.058036370696512,-0.469037288010684,3.2995686801465114,-0.7461013797862586,0.04816675084180777
0,-2.0874835525931923,1.9774594812785322,-3.329111572140512,-1.0747354810529675,1.1121436878464728,0.5505976108292328,0.12701371447352944,-0.408486961654741,4.761455521465695,0.09509831730166368,-0.7600308886596908,0.09467597085718804
0,-1.4014430193707779,-0.05726444582641754,-1.6183293941532364,0.746308836868748,-0.1410769205214475,0.9617638920261757,1.6565831592444462,1.3235646938428132,4.773418101294559,-0.1520502903571337,1.558705199195021,0.15331316196744182
0,1.2316249535538664,-0.24179900782096148,-2.6181602935200905,-1.2579289020145952,-0.5536682407188069,0.4501410355169434,0.7486499780496776,-1.55233967905044,-0.15295681064697653,2.921174886616669,1.4065221751195085,-0.5272877345796367
0,0.6657703281012897,-1.2219077174915727,0.29767132818675524,0.11303442097567057,-0.5312255865958299,1.3410403641398925,0.5538750564354156,-0.9323144590965629,-0.7241446640508133,-0.8173438225053207,-0.4972321172272364,-0.9212813636275383
0,-0.8819167582019353,-0.6994472005137347,-1.1897071014060536,-0.4727416649406022,-0.45903784980708867,0.27745017983418463,-0.7530965411150112,-0.35922552404908603,-1.0117906559046959,1.2294211712450724,-2.3496320402942548,0.9819471638146232
0,-0.5876205716882008,-2.1436440324170016,1.246051268716164,-0.5076734787427212,-0.08263293611095221,-0.33188067393811554,-1.219580723632269,-0.9865652733994367,0.09643024497607633,1.4403692635347656,0.3054446157484151,-1.6500403145467737
0,-0.24546276637001346,-1.4159949176667697,4.2428517757018005,-0.43957678687021845,-0.9994483482243411,0.5446303385308556,-0.6187289820287146,-1.1436209252689948,-2.1324229332552247,-0.5906731465558006,-1.6686063410023964,-2.0873379047069403
0,0.0015657312215894281,-0.5665351329818785,-1.2797804686307386,1.5035544789503519,-0.5881282757484931,-0.22571802587316694,-0.6774544028512328,1.709091875420305,-1.209641245518072,-1.0273692249085915,-1.5471910685666344,-0.9933822252136099
0,1.2773657847416218,2.762926024465844,-0.3037913238893311,-1.4455772300752712,-1.0869357898895826,-1.235083628043872,-0.46281729618924283,1.0442664037687024,-1.057835182792985,-0.30156007684537867,-0.5131039328824779,1.1552205920516592
0,-0.8015067326504995,-1.398456746193591,1.1938047134454401,-1.1392163198971281,0.6844839729237762,1.1130644695426457,-0.8368694475850924,1.7120201828243773,1.2585467310709872,0.6045607799852376,0.9023886715554442,-3.4442385420253085
0,-2.1243923366146427,-0.6386478720271658,-0.49620510070281537,-1.0417063725519706,-0.5746628839058977,-1.054471931397554,-1.0033893812424264,0.2556305876783529,0.3892172777693089,1.161461406205535,1.241903910173384,0.27294006669393356
0,-0.9698858649887345,-1.2424289218471276,-0.38603654674645516,1.0072204224716639,0.44113844804456137,-1.0039019856157578,-1.7036094302420068,1.8870187009311792,-0.39043561119230125,1.6730706083760976,-0.6768179086076558,1.4122711979533245
0,-2.2806377777253655,1.5019944622700765,-0.10904009020533528,0.7727618755610512,-0.646453581977771,-0.3429408092552594,0.09175293861365286,-0.19864823991583774,0.3222905398202056,-0.02830113741186202,1.8942110854317231,0.3633259454432932
0,-2.0937745508116734,-2.751874984360243,-1.2051012655682918,1.5573381919433422,0.6817857529885891,-0.43412778096774896,-1.0712411697279203,-0.7091468690797083,-1.0993043654134633,-0.28701319602713266,-0.5099134851366416,-0.8203991765335438
0,2.064272800120394,-1.2930757519766243,-1.556573305967134,0.31157640949430665,0.13387333449583833,-1.8457740071306823,0.017835661769106004,-2.1898708263820725,0.7397600135292733,0.9029832485042733,-1.030719017557445,-1.402591258014326
0,-0.15075629883283836,-1.6797297876343924,0.3582827935674847,0.28700963259518536,1.4190382213697998,-0.7560104480554537,0.6352486701969238,-0.4257871154222078,0.06645968583390777,0.3226944774876459,-1.31341269960573,-0.23526420833110728
1,1.2668228207972683,0.1556271542945321,-2.973836917107239,1.159781862039151,-0.7843883909397834,-1.12840898948768,-0.09193023915908469,1.0809293535827442,1.2717364204495745,-0.0980772395017318,0.1725419813415595,-0.44693825948170984
1,-0.21995300671333784,1.0985440158520907,0.8072765658744193,1.1205888304886193,-2.19313467219973,-0.018044967341394325,-1.3464588160483841,-0.49797086868606577,0.13431311180085348,-0.9869396949462648,2.616539712442361,1.0869341806428978
1,-3.0742511994857407,1.013431561180036,-0.9501520905996171,-0.9847672203472344,-1.057855206294648,-0.8305288555980201,0.2192342400360972,-3.7635279742918852,1.8766745894524948,0.34475715653256933,-0.04049247553548141,0.5233902529711798
1,1.8436059518581078,1.3227557986888048,-0.21717930680164746,-0.39843259053798274,0.8778232448465947,-2.026545192146842,2.4609417197818804,0.9736450776947032,1.0674890413792941,-1.8950777596311998,1.5024695379925885,0.6811867599586438
1,-0.36274790999202233,-0.7265808891261958,-0.3980005897456805,-1.764034853208594,0.4133851597676973,-1.766487083519627,1.6896800218628398,-0.2895727165505503,4.970662458189572,1.1037024145696146,-0.25292652137582927,-0.8348298565607819
1,0.5261705334991531,0.892276879035313,-1.9085195120791307,-2.176803191632043,0.42551313842990557,0.42837294833819994,-0.5145981265939525,1.4670817740853104,0.0032571174230638933,-1.3404392258088202,-1.2405317063477372,1.7870022367935938
1,-0.4198484280316387,-0.9740510591027253,0.9565718785556269,-0.3921975795234298,0.40066831149708615,-0.20922219853422813,-1.2619922671255321,-0.9772733043322996,0.3423501864029617,-2.281283519305112,0.2752183488217397,0.6049666890074348
1,0.45596492121937265,0.757249945716056,-1.1296342430658406,-1.642333504292361,0.743022239397649,-0.08843303029215421,-0.8957812162306118,-0.5751339377348539,-1.4694519755558528,-1.1835412152811835,-1.3148381085987046,-1.2731657363939204
