y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1,0.12691505,0.56774426,-0.9475801,0.13219324,-0.47828555,0.67226875,-0.37997928,-0.6747231,-0.94939125,-1.1667229,-0.23047805,-1.6252961
1,-0.49077502,0.4581129,0.7938342,0.7472029,-0.33889058,-0.05917248,-0.16516767,-0.48074156,-0.27596307,-1.0352426,0.48800656,0.538286
1,-1.4865688,0.08249235,-0.0133871585,0.7909343,-0.65560746,-0.02990444,0.052469805,-1.1809078,-1.3645428,0.654583,0.47762027,-0.6956773
1,-0.115068264,1.0068313,-0.7968157,1.7430211,-0.15664074,-0.32404137,-0.06232795,0.84769124,-0.090184495,0.023869768,0.8078666,-1.766604
1,-0.38083684,-0.4890686,-0.66981936,-1.1349553,-0.12574822,-0.49866337,-0.73006886,1.2188781,-1.3985288,-0.3941875,1.9144427,1.6471326
1,-0.28955853,1.0283904,0.01599335,-0.17535886,-0.5969308,-0.19725949,0.16076846,-0.34404093,-0.52844,-0.8182303,-0.53585595,-0.6900263
1,0.3437403,-0.35739955,-0.54642457,-0.38357395,0.040777624,0.19118917,-0.6732405,-0.03720126,0.12499538,1.6115681,-0.61394733,-0.74254364
1,-0.20385626,0.123944156,-0.44619888,-0.06142731,-0.32384822,-0.10049303,-0.3184653,-0.60832584,-0.32800844,-1.6429313,-0.39381096,-0.5450313
1,1.1360921,0.6511936,0.66342473,-0.524734,-0.6220785,0.114617646,0.14347742,-0.08306816,-0.95390475,-0.3554185,-1.1438737,0.0031884462
1,-0.512489,0.8355081,-0.5619102,-1.2095455,-0.21802083,-0.0031930953,-0.6826598,-1.1376791,2.8631716,-0.21031159,-0.86219436,-0.3170168
1,-0.118651144,0.2627808,1.27209,-0.102813035,-0.4336486,0.44531724,-0.09352714,0.32645145,0.1715579,-1.0992815,-0.6790573,1.7481809
1,0.14703616,0.52995265,-0.3714912,-0.060974255,-0.21358675,-0.2720271,-0.26562688,0.1134141,-0.66708803,-0.39833635,-0.5562032,0.17671008
1,-0.21261051,0.1380566,2.029508,-0.20205301,-0.29212266,-0.17352964,-0.35008514,-0.64446455,-0.33286956,-1.0303822,-0.2820343,0.384199
1,-0.1615746,-0.31765172,-0.43624714,-0.022703588,-0.23920524,-0.18033777,-0.3151409,-0.54677284,-0.41076702,-1.5989983,-0.7884074,-0.95573443
1,-1.4191508,0.09736375,-0.068146415,-0.9589325,-0.5205593,0.4782333,-1.8222111,0.4299504,0.55729187,-1.0197841,1.5325147,1.6053333
